"","UniqueReceptionTime","MD5_Hash","Label","PennType","Parameter","EventTime","vies","item","frase","lista","genero","escolaridade","nativo","resposta","minhaescala"
"822",1632251328,"b5a8ea252a2e49ebb0b0c11fa6785eab","experiment","Scale","Choice","1632251224323","teste",13,"As presidiárias bloquearam uma passagem.","B","Feminino","Ensino Superior incompleto","Sim","Apenas um","2"
"823",1632251328,"b5a8ea252a2e49ebb0b0c11fa6785eab","experiment","Scale","Choice","1632251253797","coletivo",63,"Os jardineiros capinaram um jardim.","B","Feminino","Ensino Superior incompleto","Sim","Apenas um","4"
"824",1632251328,"b5a8ea252a2e49ebb0b0c11fa6785eab","experiment","Scale","Choice","1632251284039","distributivo",39,"As alunas mascaram um chiclete.","B","Feminino","Ensino Superior incompleto","Sim","Mais de um","4"
"825",1632251328,"b5a8ea252a2e49ebb0b0c11fa6785eab","experiment","Scale","Choice","1632251312532","coletivo",60,"Os companheiros carregaram um caminhão.","B","Feminino","Ensino Superior incompleto","Sim","Apenas um","2"
"826",1632271122,"e2478470afd61c49a8cd3cd7bfe4fcae","experiment","Scale","Choice","1632270678013","teste",23,"As editoras revisaram um livro.","C","Masculino","Ensino Superior completo","Sim","Mais de um","5"
"827",1632271122,"e2478470afd61c49a8cd3cd7bfe4fcae","experiment","Scale","Choice","1632270709373","distributivo",44,"Os doentes fizeram uma tomografia.","C","Masculino","Ensino Superior completo","Sim","Mais de um","5"
"828",1632271122,"e2478470afd61c49a8cd3cd7bfe4fcae","experiment","Scale","Choice","1632270738344","teste",17,"Os alpinistas montaram uma barraca.","C","Masculino","Ensino Superior completo","Sim","Apenas um","5"
"829",1632271122,"e2478470afd61c49a8cd3cd7bfe4fcae","experiment","Scale","Choice","1632270767662","coletivo",54,"As ativistas abraçaram um baobá.","C","Masculino","Ensino Superior completo","Sim","Apenas um","5"
"830",1632271122,"e2478470afd61c49a8cd3cd7bfe4fcae","experiment","Scale","Choice","1632270795896","coletivo",52,"Os soldados destruíram uma cidade.","C","Masculino","Ensino Superior completo","Sim","Apenas um","5"
"831",1632271122,"e2478470afd61c49a8cd3cd7bfe4fcae","experiment","Scale","Choice","1632270824146","distributivo",48,"As competidoras acertaram um alvo.","C","Masculino","Ensino Superior completo","Sim","Mais de um","5"
"832",1632271122,"e2478470afd61c49a8cd3cd7bfe4fcae","experiment","Scale","Choice","1632270853608","teste",12,"Os amigos organizaram uma festa.","C","Masculino","Ensino Superior completo","Sim","Apenas um","5"
"833",1632271122,"e2478470afd61c49a8cd3cd7bfe4fcae","experiment","Scale","Choice","1632270886335","coletivo",56,"Os pedreiros construíram uma casa.","C","Masculino","Ensino Superior completo","Sim","Apenas um","5"
"834",1632271122,"e2478470afd61c49a8cd3cd7bfe4fcae","experiment","Scale","Choice","1632270914605","teste",22,"Os sambistas comeram uma feijoada.","C","Masculino","Ensino Superior completo","Sim","Mais de um","5"
"835",1632271122,"e2478470afd61c49a8cd3cd7bfe4fcae","experiment","Scale","Choice","1632270947415","teste",16,"As paisagistas ergueram um vaso.","C","Masculino","Ensino Superior completo","Sim","Mais de um","5"
"836",1632271122,"e2478470afd61c49a8cd3cd7bfe4fcae","experiment","Scale","Choice","1632270976284","teste",7,"Os pedreiros ergueram uma parede.","C","Masculino","Ensino Superior completo","Sim","Apenas um","5"
"837",1632271122,"e2478470afd61c49a8cd3cd7bfe4fcae","experiment","Scale","Choice","1632271009291","teste",29,"As cozinheiras prepararam um jantar.","C","Masculino","Ensino Superior completo","Sim","Apenas um","5"
"838",1632271122,"e2478470afd61c49a8cd3cd7bfe4fcae","experiment","Scale","Choice","1632271037290","coletivo",61,"As bombeiras esvaziaram um tanque.","C","Masculino","Ensino Superior completo","Sim","Apenas um","5"
"839",1632271122,"e2478470afd61c49a8cd3cd7bfe4fcae","experiment","Scale","Choice","1632271065187","distributivo",33,"Os meninos comeram uma uva.","C","Masculino","Ensino Superior completo","Sim","Mais de um","5"
"840",1632271122,"e2478470afd61c49a8cd3cd7bfe4fcae","experiment","Scale","Choice","1632271091461","teste",27,"Os vândalos derrubaram uma parede.","C","Masculino","Ensino Superior completo","Sim","Apenas um","5"
"841",1632271122,"e2478470afd61c49a8cd3cd7bfe4fcae","experiment","Scale","Choice","1632271118580","distributivo",35,"Os pacientes agendaram uma endoscopia.","C","Masculino","Ensino Superior completo","Sim","Mais de um","5"
"842",1632272822,"4d6a490a4960031c2e06bcde6504b4f5","experiment","Scale","Choice","1632272314615","teste",6,"Os porteiros lavaram uma calçada.","D","Feminino","Ensino Superior incompleto","Sim","Apenas um","5"
"843",1632272822,"4d6a490a4960031c2e06bcde6504b4f5","experiment","Scale","Choice","1632272345297","distributivo",37,"Os idosos tomaram um comprimido.","D","Feminino","Ensino Superior incompleto","Sim","Mais de um","1"
"844",1632272822,"4d6a490a4960031c2e06bcde6504b4f5","experiment","Scale","Choice","1632272377288","teste",28,"Os turistas visitaram uma cidade.","D","Feminino","Ensino Superior incompleto","Sim","Mais de um","5"
"845",1632272822,"4d6a490a4960031c2e06bcde6504b4f5","experiment","Scale","Choice","1632272406345","teste",8,"As crianças plantaram uma árvore.","D","Feminino","Ensino Superior incompleto","Sim","Apenas um","5"
"846",1632272822,"4d6a490a4960031c2e06bcde6504b4f5","experiment","Scale","Choice","1632272434803","teste",1,"As manifestantes incendiaram um ônibus.","D","Feminino","Ensino Superior incompleto","Sim","Mais de um","2"
"847",1632272822,"4d6a490a4960031c2e06bcde6504b4f5","experiment","Scale","Choice","1632272463007","teste",4,"As engenheiras consertaram um barco.","D","Feminino","Ensino Superior incompleto","Sim","Apenas um","5"
"848",1632272822,"4d6a490a4960031c2e06bcde6504b4f5","experiment","Scale","Choice","1632272495338","distributivo",46,"Os acidentados realizaram uma radiografia.","D","Feminino","Ensino Superior incompleto","Sim","Apenas um","5"
"849",1632272822,"4d6a490a4960031c2e06bcde6504b4f5","experiment","Scale","Choice","1632272522089","teste",31,"Os lavradores incendiaram um terreno.","D","Feminino","Ensino Superior incompleto","Sim","Apenas um","5"
"850",1632272822,"4d6a490a4960031c2e06bcde6504b4f5","experiment","Scale","Choice","1632272549191","distributivo",45,"As grávidas fizeram um ultrassom.","D","Feminino","Ensino Superior incompleto","Sim","Mais de um","5"
"851",1632272822,"4d6a490a4960031c2e06bcde6504b4f5","experiment","Scale","Choice","1632272574319","coletivo",53,"Os prisioneiros cavaram um túnel.","D","Feminino","Ensino Superior incompleto","Sim","Apenas um","5"
"852",1632272822,"4d6a490a4960031c2e06bcde6504b4f5","experiment","Scale","Choice","1632272631482","distributivo",43,"As garotas mascaram um chiclete.","D","Feminino","Ensino Superior incompleto","Sim","Mais de um","5"
"853",1632272822,"4d6a490a4960031c2e06bcde6504b4f5","experiment","Scale","Choice","1632272660584","coletivo",51,"As zeladoras varreram um auditório.","D","Feminino","Ensino Superior incompleto","Sim","Apenas um","5"
"854",1632272822,"4d6a490a4960031c2e06bcde6504b4f5","experiment","Scale","Choice","1632272688059","teste",32,"Os pintores restauraram um quadro.","D","Feminino","Ensino Superior incompleto","Sim","Apenas um","5"
"855",1632272822,"4d6a490a4960031c2e06bcde6504b4f5","experiment","Scale","Choice","1632272715894","coletivo",50,"Os empregados cercaram um prédio.","D","Feminino","Ensino Superior incompleto","Sim","Apenas um","5"
"856",1632272822,"4d6a490a4960031c2e06bcde6504b4f5","experiment","Scale","Choice","1632272743964","teste",2,"Os escoteiros construíram uma jangada.","D","Feminino","Ensino Superior incompleto","Sim","Apenas um","5"
"857",1632329504,"a6c7d539f67fea43834bfd5a2e62afe9","experiment","Scale","Choice","1632328655723","teste",14,"Os estudantes comeram uma salada.","B","Masculino","Ensino Superior incompleto","Sim","Apenas um","3"
"858",1632329504,"a6c7d539f67fea43834bfd5a2e62afe9","experiment","Scale","Choice","1632328686219","coletivo",60,"Os companheiros carregaram um caminhão.","B","Masculino","Ensino Superior incompleto","Sim","Apenas um","5"
"859",1632329504,"a6c7d539f67fea43834bfd5a2e62afe9","experiment","Scale","Choice","1632328712267","teste",19,"As jornalistas investigaram um caso.","B","Masculino","Ensino Superior incompleto","Sim","Apenas um","5"
"860",1632329504,"a6c7d539f67fea43834bfd5a2e62afe9","experiment","Scale","Choice","1632328739870","coletivo",63,"Os jardineiros capinaram um jardim.","B","Masculino","Ensino Superior incompleto","Sim","Apenas um","5"
"861",1632329504,"a6c7d539f67fea43834bfd5a2e62afe9","experiment","Scale","Choice","1632328769200","distributivo",38,"Os hóspedes engoliram uma azeitona.","B","Masculino","Ensino Superior incompleto","Sim","Mais de um","5"
"862",1632329504,"a6c7d539f67fea43834bfd5a2e62afe9","experiment","Scale","Choice","1632328797081","teste",26,"Os diretores dirigiram uma série.","B","Masculino","Ensino Superior incompleto","Sim","Apenas um","5"
"863",1632329504,"a6c7d539f67fea43834bfd5a2e62afe9","experiment","Scale","Choice","1632328825049","distributivo",39,"As alunas mascaram um chiclete.","B","Masculino","Ensino Superior incompleto","Sim","Mais de um","5"
"864",1632329504,"a6c7d539f67fea43834bfd5a2e62afe9","experiment","Scale","Choice","1632328850062","distributivo",42,"As skatistas receberam uma medalha.","B","Masculino","Ensino Superior incompleto","Sim","Mais de um","5"
"865",1632329504,"a6c7d539f67fea43834bfd5a2e62afe9","experiment","Scale","Choice","1632328876672","teste",10,"Os carregadores moveram uma mesa.","B","Masculino","Ensino Superior incompleto","Sim","Apenas um","5"
"866",1632329504,"a6c7d539f67fea43834bfd5a2e62afe9","experiment","Scale","Choice","1632328900378","teste",9,"As diaristas varreram um escritório.","B","Masculino","Ensino Superior incompleto","Sim","Apenas um","5"
"867",1632329504,"a6c7d539f67fea43834bfd5a2e62afe9","experiment","Scale","Choice","1632328925554","coletivo",58,"Os construtores reformaram uma praça.","B","Masculino","Ensino Superior incompleto","Sim","Apenas um","5"
"868",1632329504,"a6c7d539f67fea43834bfd5a2e62afe9","experiment","Scale","Choice","1632328949450","teste",13,"As presidiárias bloquearam uma passagem.","B","Masculino","Ensino Superior incompleto","Sim","Apenas um","5"
"869",1632329504,"a6c7d539f67fea43834bfd5a2e62afe9","experiment","Scale","Choice","1632328975244","teste",20,"As arquitetas reformaram um cômodo.","B","Masculino","Ensino Superior incompleto","Sim","Apenas um","5"
"870",1632329504,"a6c7d539f67fea43834bfd5a2e62afe9","experiment","Scale","Choice","1632329000890","distributivo",41,"As costureiras conseguiram um emprego.","B","Masculino","Ensino Superior incompleto","Sim","Mais de um","5"
"871",1632329504,"a6c7d539f67fea43834bfd5a2e62afe9","experiment","Scale","Choice","1632329028655","teste",25,"Os funcionários podaram uma árvore.","B","Masculino","Ensino Superior incompleto","Sim","Apenas um","5"
"872",1632329504,"a6c7d539f67fea43834bfd5a2e62afe9","experiment","Scale","Choice","1632329052317","coletivo",49,"Os ajudantes ergueram um piano.","B","Masculino","Ensino Superior incompleto","Sim","Apenas um","5"
"873",1632341627,"1811926800d261e2dfdccea8b90c7b46","experiment","Scale","Choice","1632341149646","teste",7,"Os pedreiros ergueram uma parede.","C","Masculino","Pós-Graduação","Sim","Apenas um","5"
"874",1632341627,"1811926800d261e2dfdccea8b90c7b46","experiment","Scale","Choice","1632341179973","coletivo",56,"Os pedreiros construíram uma casa.","C","Masculino","Pós-Graduação","Sim","Apenas um","5"
"875",1632341627,"1811926800d261e2dfdccea8b90c7b46","experiment","Scale","Choice","1632341227780","coletivo",54,"As ativistas abraçaram um baobá.","C","Masculino","Pós-Graduação","Sim","Apenas um","5"
"876",1632341627,"1811926800d261e2dfdccea8b90c7b46","experiment","Scale","Choice","1632341257180","teste",29,"As cozinheiras prepararam um jantar.","C","Masculino","Pós-Graduação","Sim","Apenas um","5"
"877",1632341627,"1811926800d261e2dfdccea8b90c7b46","experiment","Scale","Choice","1632341283507","teste",16,"As paisagistas ergueram um vaso.","C","Masculino","Pós-Graduação","Sim","Apenas um","5"
"878",1632341627,"1811926800d261e2dfdccea8b90c7b46","experiment","Scale","Choice","1632341310531","teste",12,"Os amigos organizaram uma festa.","C","Masculino","Pós-Graduação","Sim","Apenas um","5"
"879",1632341627,"1811926800d261e2dfdccea8b90c7b46","experiment","Scale","Choice","1632341338651","coletivo",52,"Os soldados destruíram uma cidade.","C","Masculino","Pós-Graduação","Sim","Apenas um","5"
"880",1632341627,"1811926800d261e2dfdccea8b90c7b46","experiment","Scale","Choice","1632341368204","teste",27,"Os vândalos derrubaram uma parede.","C","Masculino","Pós-Graduação","Sim","Apenas um","5"
"881",1632341627,"1811926800d261e2dfdccea8b90c7b46","experiment","Scale","Choice","1632341393259","teste",23,"As editoras revisaram um livro.","C","Masculino","Pós-Graduação","Sim","Apenas um","5"
"882",1632341627,"1811926800d261e2dfdccea8b90c7b46","experiment","Scale","Choice","1632341447715","distributivo",33,"Os meninos comeram uma uva.","C","Masculino","Pós-Graduação","Sim","Apenas um","5"
"883",1632341627,"1811926800d261e2dfdccea8b90c7b46","experiment","Scale","Choice","1632341544362","distributivo",35,"Os pacientes agendaram uma endoscopia.","C","Masculino","Pós-Graduação","Sim","Mais de um","3"
"884",1632341627,"1811926800d261e2dfdccea8b90c7b46","experiment","Scale","Choice","1632341572473","teste",17,"Os alpinistas montaram uma barraca.","C","Masculino","Pós-Graduação","Sim","Apenas um","5"
"885",1632341627,"1811926800d261e2dfdccea8b90c7b46","experiment","Scale","Choice","1632341599986","distributivo",48,"As competidoras acertaram um alvo.","C","Masculino","Pós-Graduação","Sim","Apenas um","5"
"886",1632367143,"ad1cdb41344f98b668f72e0db0f65168","experiment","Scale","Choice","1632366746932","coletivo",51,"As zeladoras varreram um auditório.","D","Feminino","Ensino Superior incompleto","Sim","Apenas um","5"
"887",1632367143,"ad1cdb41344f98b668f72e0db0f65168","experiment","Scale","Choice","1632366772643","distributivo",46,"Os acidentados realizaram uma radiografia.","D","Feminino","Ensino Superior incompleto","Sim","Mais de um","3"
"888",1632367143,"ad1cdb41344f98b668f72e0db0f65168","experiment","Scale","Choice","1632366798810","teste",28,"Os turistas visitaram uma cidade.","D","Feminino","Ensino Superior incompleto","Sim","Apenas um","4"
"889",1632367143,"ad1cdb41344f98b668f72e0db0f65168","experiment","Scale","Choice","1632366831738","distributivo",45,"As grávidas fizeram um ultrassom.","D","Feminino","Ensino Superior incompleto","Sim","Mais de um","4"
"890",1632367143,"ad1cdb41344f98b668f72e0db0f65168","experiment","Scale","Choice","1632366856954","coletivo",55,"As biólogas despoluíram um rio.","D","Feminino","Ensino Superior incompleto","Sim","Apenas um","4"
"891",1632367143,"ad1cdb41344f98b668f72e0db0f65168","experiment","Scale","Choice","1632366881244","distributivo",43,"As garotas mascaram um chiclete.","D","Feminino","Ensino Superior incompleto","Sim","Mais de um","5"
"892",1632367143,"ad1cdb41344f98b668f72e0db0f65168","experiment","Scale","Choice","1632366905682","teste",8,"As crianças plantaram uma árvore.","D","Feminino","Ensino Superior incompleto","Sim","Mais de um","5"
"893",1632367143,"ad1cdb41344f98b668f72e0db0f65168","experiment","Scale","Choice","1632366932151","coletivo",50,"Os empregados cercaram um prédio.","D","Feminino","Ensino Superior incompleto","Sim","Apenas um","5"
"894",1632367143,"ad1cdb41344f98b668f72e0db0f65168","experiment","Scale","Choice","1632366957113","teste",31,"Os lavradores incendiaram um terreno.","D","Feminino","Ensino Superior incompleto","Sim","Apenas um","5"
"895",1632367143,"ad1cdb41344f98b668f72e0db0f65168","experiment","Scale","Choice","1632366984984","teste",6,"Os porteiros lavaram uma calçada.","D","Feminino","Ensino Superior incompleto","Sim","Apenas um","4"
"896",1632367143,"ad1cdb41344f98b668f72e0db0f65168","experiment","Scale","Choice","1632367011067","teste",4,"As engenheiras consertaram um barco.","D","Feminino","Ensino Superior incompleto","Sim","Apenas um","5"
"897",1632367143,"ad1cdb41344f98b668f72e0db0f65168","experiment","Scale","Choice","1632367039273","coletivo",53,"Os prisioneiros cavaram um túnel.","D","Feminino","Ensino Superior incompleto","Sim","Apenas um","5"
"898",1632367143,"ad1cdb41344f98b668f72e0db0f65168","experiment","Scale","Choice","1632367064494","teste",2,"Os escoteiros construíram uma jangada.","D","Feminino","Ensino Superior incompleto","Sim","Apenas um","5"
"899",1632367143,"ad1cdb41344f98b668f72e0db0f65168","experiment","Scale","Choice","1632367089680","teste",1,"As manifestantes incendiaram um ônibus.","D","Feminino","Ensino Superior incompleto","Sim","Mais de um","1"
"900",1632367143,"ad1cdb41344f98b668f72e0db0f65168","experiment","Scale","Choice","1632367114907","teste",32,"Os pintores restauraram um quadro.","D","Feminino","Ensino Superior incompleto","Sim","Apenas um","5"
"901",1632367143,"ad1cdb41344f98b668f72e0db0f65168","experiment","Scale","Choice","1632367137804","distributivo",37,"Os idosos tomaram um comprimido.","D","Feminino","Ensino Superior incompleto","Sim","Mais de um","5"
"902",1632370744,"550ebfd48c1f4341c4a1672b82729fa6","experiment","Scale","Choice","1632370186771","distributivo",36,"Os rapazes furaram uma orelha.","A","Feminino","Pós-Graduação","Sim","Mais de um","3"
"903",1632370744,"550ebfd48c1f4341c4a1672b82729fa6","experiment","Scale","Choice","1632370224026","teste",21,"As mulheres instalaram um lustre.","A","Feminino","Pós-Graduação","Sim","Apenas um","4"
"904",1632370744,"550ebfd48c1f4341c4a1672b82729fa6","experiment","Scale","Choice","1632370273785","distributivo",40,"Os adolescentes espremeram uma espinha.","A","Feminino","Pós-Graduação","Sim","Mais de um","4"
"905",1632370744,"550ebfd48c1f4341c4a1672b82729fa6","experiment","Scale","Choice","1632370306825","teste",5,"As ativistas replantaram um canteiro.","A","Feminino","Pós-Graduação","Sim","Apenas um","5"
"906",1632370744,"550ebfd48c1f4341c4a1672b82729fa6","experiment","Scale","Choice","1632370340425","teste",3,"Os faxineiros limparam uma sala.","A","Feminino","Pós-Graduação","Sim","Apenas um","5"
"907",1632370744,"550ebfd48c1f4341c4a1672b82729fa6","experiment","Scale","Choice","1632370400056","teste",11,"As arrumadeiras arrumaram um quarto.","A","Feminino","Pós-Graduação","Sim","Apenas um","5"
"908",1632370744,"550ebfd48c1f4341c4a1672b82729fa6","experiment","Scale","Choice","1632370427480","coletivo",59,"Os trabalhadores fabricaram uma ferramenta.","A","Feminino","Pós-Graduação","Sim","Apenas um","4"
"909",1632370744,"550ebfd48c1f4341c4a1672b82729fa6","experiment","Scale","Choice","1632370462951","teste",24,"Os jardineiros molharam um jardim.","A","Feminino","Pós-Graduação","Sim","Apenas um","5"
"910",1632370744,"550ebfd48c1f4341c4a1672b82729fa6","experiment","Scale","Choice","1632370494031","coletivo",64,"As atrizes encenaram uma peça.","A","Feminino","Pós-Graduação","Sim","Apenas um","5"
"911",1632370744,"550ebfd48c1f4341c4a1672b82729fa6","experiment","Scale","Choice","1632370522542","distributivo",34,"As trabalhadoras quebraram um dedo.","A","Feminino","Pós-Graduação","Sim","Mais de um","4"
"912",1632370744,"550ebfd48c1f4341c4a1672b82729fa6","experiment","Scale","Choice","1632370553558","teste",18,"Os refugiados compraram um terreno.","A","Feminino","Pós-Graduação","Sim","Apenas um","5"
"913",1632370744,"550ebfd48c1f4341c4a1672b82729fa6","experiment","Scale","Choice","1632370586973","teste",15,"Os lenhadores cortaram uma árvore.","A","Feminino","Pós-Graduação","Sim","Apenas um","5"
"914",1632370744,"550ebfd48c1f4341c4a1672b82729fa6","experiment","Scale","Choice","1632370618413","coletivo",62,"Os voluntários limparam uma praia.","A","Feminino","Pós-Graduação","Sim","Apenas um","5"
"915",1632370744,"550ebfd48c1f4341c4a1672b82729fa6","experiment","Scale","Choice","1632370649429","coletivo",57,"Os atletas pintaram uma quadra.","A","Feminino","Pós-Graduação","Sim","Apenas um","5"
"916",1632370744,"550ebfd48c1f4341c4a1672b82729fa6","experiment","Scale","Choice","1632370678284","teste",30,"As meninas confeitaram um bolo.","A","Feminino","Pós-Graduação","Sim","Apenas um","5"
"917",1632405485,"6935e717a5c8395e16d78b8009130bdc","experiment","Scale","Choice","1632405536301","teste",19,"As jornalistas investigaram um caso.","B","Feminino","Pós-Graduação","Sim","Mais de um","5"
"918",1632405485,"6935e717a5c8395e16d78b8009130bdc","experiment","Scale","Choice","1632405561648","teste",26,"Os diretores dirigiram uma série.","B","Feminino","Pós-Graduação","Sim","Apenas um","5"
"919",1632405485,"6935e717a5c8395e16d78b8009130bdc","experiment","Scale","Choice","1632405592030","distributivo",39,"As alunas mascaram um chiclete.","B","Feminino","Pós-Graduação","Sim","Apenas um","2"
"920",1632405485,"6935e717a5c8395e16d78b8009130bdc","experiment","Scale","Choice","1632405619005","teste",14,"Os estudantes comeram uma salada.","B","Feminino","Pós-Graduação","Sim","Apenas um","5"
"921",1632405485,"6935e717a5c8395e16d78b8009130bdc","experiment","Scale","Choice","1632405645615","teste",9,"As diaristas varreram um escritório.","B","Feminino","Pós-Graduação","Sim","Apenas um","2"
"922",1632405485,"6935e717a5c8395e16d78b8009130bdc","experiment","Scale","Choice","1632405672598","teste",25,"Os funcionários podaram uma árvore.","B","Feminino","Pós-Graduação","Sim","Apenas um","1"
"923",1632405485,"6935e717a5c8395e16d78b8009130bdc","experiment","Scale","Choice","1632405699368","distributivo",41,"As costureiras conseguiram um emprego.","B","Feminino","Pós-Graduação","Sim","Apenas um","1"
"924",1632405485,"6935e717a5c8395e16d78b8009130bdc","experiment","Scale","Choice","1632405725699","coletivo",60,"Os companheiros carregaram um caminhão.","B","Feminino","Pós-Graduação","Sim","Mais de um","1"
"925",1632405485,"6935e717a5c8395e16d78b8009130bdc","experiment","Scale","Choice","1632405757678","teste",20,"As arquitetas reformaram um cômodo.","B","Feminino","Pós-Graduação","Sim","Apenas um","5"
"926",1632405485,"6935e717a5c8395e16d78b8009130bdc","experiment","Scale","Choice","1632405844883","coletivo",58,"Os construtores reformaram uma praça.","B","Feminino","Pós-Graduação","Sim","Apenas um","5"
"927",1632405485,"6935e717a5c8395e16d78b8009130bdc","experiment","Scale","Choice","1632405869750","teste",10,"Os carregadores moveram uma mesa.","B","Feminino","Pós-Graduação","Sim","Apenas um","5"
"928",1632405485,"6935e717a5c8395e16d78b8009130bdc","experiment","Scale","Choice","1632405893911","distributivo",42,"As skatistas receberam uma medalha.","B","Feminino","Pós-Graduação","Sim","Apenas um","5"
"929",1632405485,"6935e717a5c8395e16d78b8009130bdc","experiment","Scale","Choice","1632405920265","distributivo",38,"Os hóspedes engoliram uma azeitona.","B","Feminino","Pós-Graduação","Sim","Apenas um","5"
"930",1632405485,"6935e717a5c8395e16d78b8009130bdc","experiment","Scale","Choice","1632405947660","coletivo",49,"Os ajudantes ergueram um piano.","B","Feminino","Pós-Graduação","Sim","Apenas um","3"
"931",1632405485,"6935e717a5c8395e16d78b8009130bdc","experiment","Scale","Choice","1632405975139","teste",13,"As presidiárias bloquearam uma passagem.","B","Feminino","Pós-Graduação","Sim","Apenas um","3"
"932",1632405485,"6935e717a5c8395e16d78b8009130bdc","experiment","Scale","Choice","1632405998837","coletivo",63,"Os jardineiros capinaram um jardim.","B","Feminino","Pós-Graduação","Sim","Mais de um","5"
"933",1632427759,"fa50242e3036bfbc170449dd263acbc1","experiment","Scale","Choice","1632427334323","teste",12,"Os amigos organizaram uma festa.","C","Masculino","Pós-Graduação","Sim","Apenas um","5"
"934",1632427759,"fa50242e3036bfbc170449dd263acbc1","experiment","Scale","Choice","1632427364645","distributivo",35,"Os pacientes agendaram uma endoscopia.","C","Masculino","Pós-Graduação","Sim","Mais de um","5"
"935",1632427759,"fa50242e3036bfbc170449dd263acbc1","experiment","Scale","Choice","1632427390345","distributivo",44,"Os doentes fizeram uma tomografia.","C","Masculino","Pós-Graduação","Sim","Mais de um","5"
"936",1632427759,"fa50242e3036bfbc170449dd263acbc1","experiment","Scale","Choice","1632427417140","teste",16,"As paisagistas ergueram um vaso.","C","Masculino","Pós-Graduação","Sim","Mais de um","3"
"937",1632427759,"fa50242e3036bfbc170449dd263acbc1","experiment","Scale","Choice","1632427449904","coletivo",54,"As ativistas abraçaram um baobá.","C","Masculino","Pós-Graduação","Sim","Apenas um","4"
"938",1632427759,"fa50242e3036bfbc170449dd263acbc1","experiment","Scale","Choice","1632427479087","coletivo",56,"Os pedreiros construíram uma casa.","C","Masculino","Pós-Graduação","Sim","Apenas um","3"
"939",1632427759,"fa50242e3036bfbc170449dd263acbc1","experiment","Scale","Choice","1632427508075","coletivo",52,"Os soldados destruíram uma cidade.","C","Masculino","Pós-Graduação","Sim","Apenas um","3"
"940",1632427759,"fa50242e3036bfbc170449dd263acbc1","experiment","Scale","Choice","1632427535050","teste",7,"Os pedreiros ergueram uma parede.","C","Masculino","Pós-Graduação","Sim","Apenas um","3"
"941",1632427759,"fa50242e3036bfbc170449dd263acbc1","experiment","Scale","Choice","1632427563182","teste",23,"As editoras revisaram um livro.","C","Masculino","Pós-Graduação","Sim","Mais de um","4"
"942",1632427759,"fa50242e3036bfbc170449dd263acbc1","experiment","Scale","Choice","1632427590211","distributivo",33,"Os meninos comeram uma uva.","C","Masculino","Pós-Graduação","Sim","Mais de um","4"
"943",1632427759,"fa50242e3036bfbc170449dd263acbc1","experiment","Scale","Choice","1632427618362","teste",29,"As cozinheiras prepararam um jantar.","C","Masculino","Pós-Graduação","Sim","Apenas um","4"
"944",1632427759,"fa50242e3036bfbc170449dd263acbc1","experiment","Scale","Choice","1632427645590","teste",27,"Os vândalos derrubaram uma parede.","C","Masculino","Pós-Graduação","Sim","Apenas um","4"
"945",1632427759,"fa50242e3036bfbc170449dd263acbc1","experiment","Scale","Choice","1632427671115","teste",17,"Os alpinistas montaram uma barraca.","C","Masculino","Pós-Graduação","Sim","Mais de um","3"
"946",1632427759,"fa50242e3036bfbc170449dd263acbc1","experiment","Scale","Choice","1632427696687","distributivo",48,"As competidoras acertaram um alvo.","C","Masculino","Pós-Graduação","Sim","Mais de um","5"
"947",1632427759,"fa50242e3036bfbc170449dd263acbc1","experiment","Scale","Choice","1632427726051","coletivo",61,"As bombeiras esvaziaram um tanque.","C","Masculino","Pós-Graduação","Sim","Apenas um","5"
"948",1632427759,"fa50242e3036bfbc170449dd263acbc1","experiment","Scale","Choice","1632427751676","teste",22,"Os sambistas comeram uma feijoada.","C","Masculino","Pós-Graduação","Sim","Apenas um","5"
"949",1632430761,"38d967c77721d0e8d61fab96aad467e2","experiment","Scale","Choice","1632430347866","teste",8,"As crianças plantaram uma árvore.","D","Feminino","Pós-Graduação","Sim","Apenas um","5"
"950",1632430761,"38d967c77721d0e8d61fab96aad467e2","experiment","Scale","Choice","1632430372637","teste",28,"Os turistas visitaram uma cidade.","D","Feminino","Pós-Graduação","Sim","Apenas um","5"
"951",1632430761,"38d967c77721d0e8d61fab96aad467e2","experiment","Scale","Choice","1632430397098","teste",31,"Os lavradores incendiaram um terreno.","D","Feminino","Pós-Graduação","Sim","Apenas um","5"
"952",1632430761,"38d967c77721d0e8d61fab96aad467e2","experiment","Scale","Choice","1632430419766","coletivo",50,"Os empregados cercaram um prédio.","D","Feminino","Pós-Graduação","Sim","Apenas um","5"
"953",1632430761,"38d967c77721d0e8d61fab96aad467e2","experiment","Scale","Choice","1632430445401","teste",6,"Os porteiros lavaram uma calçada.","D","Feminino","Pós-Graduação","Sim","Apenas um","5"
"954",1632430761,"38d967c77721d0e8d61fab96aad467e2","experiment","Scale","Choice","1632430475069","coletivo",51,"As zeladoras varreram um auditório.","D","Feminino","Pós-Graduação","Sim","Apenas um","5"
"955",1632430761,"38d967c77721d0e8d61fab96aad467e2","experiment","Scale","Choice","1632430511838","distributivo",46,"Os acidentados realizaram uma radiografia.","D","Feminino","Pós-Graduação","Sim","Apenas um","5"
"956",1632430761,"38d967c77721d0e8d61fab96aad467e2","experiment","Scale","Choice","1632430540281","teste",2,"Os escoteiros construíram uma jangada.","D","Feminino","Pós-Graduação","Sim","Apenas um","5"
